,occupancy,bin1,bin2,H2S,temperature,humidity,timestamp,date,time
277,0,23.5,36.08,753,-1.0,-1.0,1639036200,2021-12-09,07:50:00
278,0,24.93,36.54,782,-1.0,-1.0,1639036800,2021-12-09,08:00:00
279,0,23.98,38.62,803,-1.0,-1.0,1639037400,2021-12-09,08:10:00
280,0,33.88,40.03,808,-1.0,-1.0,1639038000,2021-12-09,08:20:00
281,0,40.26,45.8,769,-1.0,-1.0,1639038600,2021-12-09,08:30:00
282,0,29.74,29.94,818,-1.0,-1.0,1639039200,2021-12-09,08:40:00
283,0,31.8,29.62,804,-1.0,-1.0,1639039800,2021-12-09,08:50:00
284,0,28.96,29.62,822,-1.0,-1.0,1639040400,2021-12-09,09:00:00
285,1,33.62,29.6,826,-1.0,-1.0,1639041000,2021-12-09,09:10:00
286,-1,29.21,30.91,770,-1.0,-1.0,1639041600,2021-12-09,09:20:00
287,-1,35.67,37.22,801,28.9,13.0,1639042200,2021-12-09,09:30:00
288,4,35.9,30.13,812,27.9,15.0,1639042800,2021-12-09,09:40:00
289,5,33.61,30.13,820,27.2,16.0,1639043400,2021-12-09,09:50:00
290,6,35.9,30.13,820,27.3,16.0,1639044000,2021-12-09,10:00:00
291,9,33.09,30.13,822,27.4,16.0,1639044600,2021-12-09,10:10:00
292,9,29.73,38.14,827,27.3,16.0,1639045200,2021-12-09,10:20:00
293,9,30.51,38.6,821,27.2,16.0,1639045800,2021-12-09,10:30:00
294,9,39.79,34.9,829,27.3,16.0,1639046400,2021-12-09,10:40:00
295,10,28.96,38.87,849,27.5,16.0,1639047000,2021-12-09,10:50:00
296,10,35.9,37.4,785,27.6,16.0,1639047600,2021-12-09,11:00:00
297,10,36.12,36.98,812,27.6,15.0,1639048200,2021-12-09,11:10:00
298,11,38.87,36.98,828,27.6,16.0,1639048800,2021-12-09,11:20:00
299,11,35.89,33.76,829,27.6,16.0,1639049400,2021-12-09,11:30:00
300,11,33.08,34.28,789,27.7,16.0,1639050000,2021-12-09,11:40:00
301,10,30.23,33.5,809,27.8,16.0,1639050600,2021-12-09,11:50:00
302,9,35.66,33.91,865,27.7,16.0,1639051200,2021-12-09,12:00:00
303,10,37.02,34.02,846,27.7,16.0,1639051800,2021-12-09,12:10:00
304,10,41.91,34.22,826,27.8,16.0,1639052400,2021-12-09,12:20:00
305,10,43.66,34.54,884,27.8,16.0,1639053000,2021-12-09,12:30:00
306,13,37.72,34.54,837,27.8,16.0,1639053600,2021-12-09,12:40:00
307,11,35.67,25.32,874,27.8,16.0,1639054200,2021-12-09,12:50:00
308,11,36.12,30.02,821,27.8,16.0,1639054800,2021-12-09,13:00:00
309,13,36.95,41.11,849,27.9,16.0,1639055400,2021-12-09,13:10:00
310,18,34.86,29.82,839,28.2,16.0,1639056000,2021-12-09,13:20:00
311,15,35.86,29.1,854,28.1,17.0,1639056600,2021-12-09,13:30:00
312,13,37.47,29.86,849,28.3,17.0,1639057200,2021-12-09,13:40:00
313,13,37.02,26.49,832,28.4,17.0,1639057800,2021-12-09,13:50:00
314,14,36.12,42.77,806,28.1,17.0,1639058400,2021-12-09,14:00:00
315,15,38.37,29.86,976,28.2,17.0,1639059000,2021-12-09,14:10:00
316,18,37.26,18.33,816,28.0,17.0,1639059600,2021-12-09,14:20:00
317,19,35.66,25.03,967,28.0,17.0,1639060200,2021-12-09,14:30:00
318,20,35.67,29.61,819,28.3,17.0,1639060800,2021-12-09,14:40:00
319,18,37.54,21.13,960,28.1,17.0,1639061400,2021-12-09,14:50:00
320,19,35.9,22.72,959,28.1,17.0,1639062000,2021-12-09,15:00:00
321,20,38.19,23.59,973,28.1,17.0,1639062600,2021-12-09,15:10:00
322,22,34.64,22.43,973,28.0,17.0,1639063200,2021-12-09,15:20:00
323,21,31.29,28.74,826,28.1,17.0,1639063800,2021-12-09,15:30:00
324,18,31.54,29.09,961,28.2,17.0,1639064400,2021-12-09,15:40:00
325,17,31.8,26.78,988,28.3,17.0,1639065000,2021-12-09,15:50:00
326,22,31.8,32.97,975,28.3,17.0,1639065600,2021-12-09,16:00:00
327,21,29.21,26.48,981,28.3,17.0,1639066200,2021-12-09,16:10:00
328,16,26.36,26.77,1014,28.3,18.0,1639066800,2021-12-09,16:20:00
329,19,31.8,27.64,974,28.5,17.0,1639067400,2021-12-09,16:30:00
330,16,28.96,29.17,957,28.6,16.0,1639068000,2021-12-09,16:40:00
331,15,31.0,30.01,976,28.3,17.0,1639068600,2021-12-09,16:50:00
332,-1,29.47,29.08,1002,28.4,17.0,1639069200,2021-12-09,17:00:00
333,-1,32.26,24.1,1008,28.6,16.0,1639069800,2021-12-09,17:10:00
334,18,36.59,28.05,1010,28.5,17.0,1639070400,2021-12-09,17:20:00
335,18,35.9,27.64,989,28.7,17.0,1639071000,2021-12-09,17:30:00
336,16,14.75,28.58,989,28.4,17.0,1639071600,2021-12-09,17:40:00
337,16,32.84,26.48,998,28.3,18.0,1639072200,2021-12-09,17:50:00
338,18,35.9,29.96,975,28.2,18.0,1639072800,2021-12-09,18:00:00
339,19,20.41,28.06,1007,28.2,18.0,1639073400,2021-12-09,18:10:00
340,21,17.6,30.9,991,28.2,18.0,1639074000,2021-12-09,18:20:00
341,20,34.64,25.91,992,28.3,18.0,1639074600,2021-12-09,18:30:00
342,21,22.62,29.35,963,28.3,18.0,1639075200,2021-12-09,18:40:00
343,20,22.33,25.62,913,28.4,18.0,1639075800,2021-12-09,18:50:00
344,20,37.71,29.61,853,28.4,18.0,1639076400,2021-12-09,19:00:00
345,15,37.03,26.2,1011,28.2,18.0,1639077000,2021-12-09,19:10:00
346,12,7.16,10.72,997,28.4,18.0,1639077600,2021-12-09,19:20:00
347,12,11.53,8.66,999,28.1,18.0,1639078200,2021-12-09,19:30:00
348,12,11.26,9.54,803,28.0,18.0,1639078800,2021-12-09,19:40:00
349,14,20.78,19.2,976,28.0,18.0,1639079400,2021-12-09,19:50:00
350,13,22.63,8.36,816,27.8,18.0,1639080000,2021-12-09,20:00:00
351,12,9.78,8.89,992,27.9,18.0,1639080600,2021-12-09,20:10:00
352,11,21.73,9.24,976,27.9,18.0,1639081200,2021-12-09,20:20:00
353,11,30.0,10.12,806,27.9,18.0,1639081800,2021-12-09,20:30:00
354,12,17.6,24.17,957,28.0,18.0,1639082400,2021-12-09,20:40:00
355,12,16.02,22.15,967,27.8,18.0,1639083000,2021-12-09,20:50:00
356,10,29.48,22.15,1023,27.7,18.0,1639083600,2021-12-09,21:00:00
357,9,11.54,23.01,866,27.6,19.0,1639084200,2021-12-09,21:10:00
358,10,10.38,32.21,848,27.7,19.0,1639084800,2021-12-09,21:20:00
359,8,9.21,31.95,874,27.5,19.0,1639085400,2021-12-09,21:30:00
360,8,8.91,24.18,851,27.4,19.0,1639086000,2021-12-09,21:40:00
361,7,9.79,25.05,710,27.3,19.0,1639086600,2021-12-09,21:50:00
362,7,10.35,30.29,880,27.3,19.0,1639087200,2021-12-09,22:00:00
363,6,10.0,30.13,895,27.2,19.0,1639087800,2021-12-09,22:10:00
364,7,9.9,24.76,852,-1.0,-1.0,1639088400,2021-12-09,22:20:00
365,5,11.84,13.06,889,-1.0,-1.0,1639089000,2021-12-09,22:30:00
366,6,8.62,13.06,935,-1.0,-1.0,1639089600,2021-12-09,22:40:00
367,6,9.21,27.37,880,-1.0,-1.0,1639090200,2021-12-09,22:50:00
368,6,10.08,13.95,891,-1.0,-1.0,1639090800,2021-12-09,23:00:00
369,6,8.91,23.6,884,-1.0,-1.0,1639091400,2021-12-09,23:10:00
370,4,8.91,24.47,917,-1.0,-1.0,1639092000,2021-12-09,23:20:00
371,3,8.62,24.47,891,-1.0,-1.0,1639092600,2021-12-09,23:30:00
372,2,8.62,25.34,842,-1.0,-1.0,1639093200,2021-12-09,23:40:00
373,1,9.49,26.04,866,-1.0,-1.0,1639093800,2021-12-09,23:50:00
374,0,12.13,26.38,908,-1.0,-1.0,1639094400,2021-12-10,00:00:00
375,0,9.21,27.07,878,-1.0,-1.0,1639095000,2021-12-10,00:10:00
376,0,9.21,27.6,899,-1.0,-1.0,1639095600,2021-12-10,00:20:00
377,0,10.09,27.95,875,-1.0,-1.0,1639096200,2021-12-10,00:30:00
378,0,11.84,28.63,889,-1.0,-1.0,1639096800,2021-12-10,00:40:00
379,0,8.92,28.81,871,-1.0,-1.0,1639097400,2021-12-10,00:50:00
380,0,9.78,30.03,931,-1.0,-1.0,1639098000,2021-12-10,01:00:00
381,0,10.84,29.12,862,-1.0,-1.0,1639098600,2021-12-10,01:10:00
382,0,12.42,30.15,891,-1.0,-1.0,1639099200,2021-12-10,01:20:00
383,0,8.97,30.13,870,-1.0,-1.0,1639099800,2021-12-10,01:30:00
384,0,9.49,30.14,870,-1.0,-1.0,1639100400,2021-12-10,01:40:00
385,0,10.38,30.14,875,-1.0,-1.0,1639101000,2021-12-10,01:50:00
386,0,13.01,29.98,875,-1.0,-1.0,1639101600,2021-12-10,02:00:00
387,0,10.09,29.36,881,-1.0,-1.0,1639102200,2021-12-10,02:10:00
388,0,9.21,29.36,870,-1.0,-1.0,1639102800,2021-12-10,02:20:00
389,0,10.09,29.36,858,-1.0,-1.0,1639103400,2021-12-10,02:30:00
390,0,10.96,29.37,873,-1.0,-1.0,1639104000,2021-12-10,02:40:00
391,0,12.71,29.36,869,-1.0,-1.0,1639104600,2021-12-10,02:50:00
392,0,13.59,29.88,843,-1.0,-1.0,1639105200,2021-12-10,03:00:00
393,0,9.79,30.66,892,-1.0,-1.0,1639105800,2021-12-10,03:10:00
394,0,9.79,30.66,875,-1.0,-1.0,1639106400,2021-12-10,03:20:00
395,0,9.8,29.88,859,-1.0,-1.0,1639107000,2021-12-10,03:30:00
396,0,10.67,29.89,860,-1.0,-1.0,1639107600,2021-12-10,03:40:00
397,0,10.67,29.89,869,-1.0,-1.0,1639108200,2021-12-10,03:50:00
398,0,13.3,29.88,880,-1.0,-1.0,1639108800,2021-12-10,04:00:00
399,0,9.49,35.6,865,-1.0,-1.0,1639109400,2021-12-10,04:10:00
400,0,9.49,35.59,866,-1.0,-1.0,1639110000,2021-12-10,04:20:00
401,0,9.49,35.6,863,-1.0,-1.0,1639110600,2021-12-10,04:30:00
402,0,9.49,35.6,877,-1.0,-1.0,1639111200,2021-12-10,04:40:00
403,0,10.38,35.6,872,-1.0,-1.0,1639111800,2021-12-10,04:50:00
404,0,11.26,36.08,845,-1.0,-1.0,1639112400,2021-12-10,05:00:00
405,0,12.13,30.4,891,-1.0,-1.0,1639113000,2021-12-10,05:10:00
406,0,13.71,30.4,862,-1.0,-1.0,1639113600,2021-12-10,05:20:00
407,0,10.09,36.08,914,-1.0,-1.0,1639114200,2021-12-10,05:30:00
408,0,10.09,36.08,849,-1.0,-1.0,1639114800,2021-12-10,05:40:00
409,0,10.09,36.08,859,-1.0,-1.0,1639115400,2021-12-10,05:50:00
410,0,10.78,14.24,820,-1.0,-1.0,1639116000,2021-12-10,06:00:00
411,0,10.96,14.25,861,-1.0,-1.0,1639116600,2021-12-10,06:10:00
412,0,10.96,12.95,851,-1.0,-1.0,1639117200,2021-12-10,06:20:00
413,0,37.98,32.75,867,-1.0,-1.0,1639117800,2021-12-10,06:30:00
414,1,38.53,32.74,866,-1.0,-1.0,1639118400,2021-12-10,06:40:00
415,0,34.41,34.05,841,-1.0,-1.0,1639119000,2021-12-10,06:50:00
416,0,35.58,29.63,835,-1.0,-1.0,1639119600,2021-12-10,07:00:00
417,0,32.85,30.52,887,-1.0,-1.0,1639120200,2021-12-10,07:10:00
418,0,30.78,29.89,849,-1.0,-1.0,1639120800,2021-12-10,07:20:00
419,0,30.79,29.73,861,-1.0,-1.0,1639121400,2021-12-10,07:30:00
420,0,30.01,29.11,844,-1.0,-1.0,1639122000,2021-12-10,07:40:00
421,0,38.44,29.11,860,-1.0,-1.0,1639122600,2021-12-10,07:50:00
422,0,36.83,29.11,849,-1.0,-1.0,1639123200,2021-12-10,08:00:00
423,0,37.57,30.15,837,-1.0,-1.0,1639123800,2021-12-10,08:10:00
424,0,35.69,30.4,839,-1.0,-1.0,1639124400,2021-12-10,08:20:00
425,1,36.15,29.88,833,-1.0,-1.0,1639125000,2021-12-10,08:30:00
426,1,37.05,29.11,825,-1.0,-1.0,1639125600,2021-12-10,08:40:00
427,1,35.69,29.11,836,-1.0,-1.0,1639126200,2021-12-10,08:50:00
428,1,34.91,29.11,778,-1.0,-1.0,1639126800,2021-12-10,09:00:00
429,4,34.13,29.62,846,-1.0,-1.0,1639127400,2021-12-10,09:10:00
430,5,29.49,29.62,877,-1.0,-1.0,1639128000,2021-12-10,09:20:00
431,6,29.48,29.62,806,-1.0,-1.0,1639128600,2021-12-10,09:30:00
432,8,33.35,34.19,825,-1.0,-1.0,1639129200,2021-12-10,09:40:00
433,9,32.58,35.76,815,-1.0,-1.0,1639129800,2021-12-10,09:50:00
434,7,33.87,34.55,854,28.1,13.0,1639130400,2021-12-10,10:00:00
435,9,35.68,34.55,812,27.2,14.0,1639131000,2021-12-10,10:10:00
436,8,35.42,34.55,795,26.4,16.0,1639131600,2021-12-10,10:20:00
437,8,34.39,35.59,857,26.2,16.0,1639132200,2021-12-10,10:30:00
438,-1,34.91,35.85,797,26.3,16.0,1639132800,2021-12-10,10:40:00
439,-1,35.77,37.24,819,26.3,16.0,1639133400,2021-12-10,10:50:00
440,12,35.67,34.04,816,26.3,16.0,1639134000,2021-12-10,11:00:00
441,12,30.51,35.33,805,26.4,16.0,1639134600,2021-12-10,11:10:00
442,12,29.77,35.84,813,26.7,15.0,1639135200,2021-12-10,11:20:00
443,-1,36.73,30.14,813,26.6,15.0,1639135800,2021-12-10,11:30:00
444,-1,28.96,33.52,766,26.6,15.0,1639136400,2021-12-10,11:40:00
445,12,30.25,36.53,808,26.7,15.0,1639137000,2021-12-10,11:50:00
446,12,36.59,35.33,801,26.6,15.0,1639137600,2021-12-10,12:00:00
447,12,42.3,36.12,810,26.5,15.0,1639138200,2021-12-10,12:10:00
448,12,43.3,39.3,848,26.3,16.0,1639138800,2021-12-10,12:20:00
449,13,30.0,34.45,765,26.2,16.0,1639139400,2021-12-10,12:30:00
450,9,36.37,35.85,784,26.0,16.0,1639140000,2021-12-10,12:40:00
451,11,28.96,46.76,799,26.0,16.0,1639140600,2021-12-10,12:50:00
452,13,29.23,36.07,799,25.9,16.0,1639141200,2021-12-10,13:00:00
453,17,29.99,29.62,828,26.1,16.0,1639141800,2021-12-10,13:10:00
454,17,28.96,33.26,767,26.3,16.0,1639142400,2021-12-10,13:20:00
455,18,34.13,35.33,759,26.3,17.0,1639143000,2021-12-10,13:30:00
456,16,37.96,30.13,847,26.5,17.0,1639143600,2021-12-10,13:40:00
457,18,29.73,29.35,795,26.4,17.0,1639144200,2021-12-10,13:50:00
458,20,29.73,37.9,791,26.7,16.0,1639144800,2021-12-10,14:00:00
459,23,31.03,36.9,779,27.1,16.0,1639145400,2021-12-10,14:10:00
460,22,38.78,35.84,789,26.7,16.0,1639146000,2021-12-10,14:20:00
461,19,31.03,30.13,766,27.0,16.0,1639146600,2021-12-10,14:30:00
462,19,30.25,30.13,784,26.8,16.0,1639147200,2021-12-10,14:40:00
463,22,32.58,36.3,788,26.8,16.0,1639147800,2021-12-10,14:50:00
464,23,31.03,34.54,763,27.0,17.0,1639148400,2021-12-10,15:00:00
465,22,35.16,29.82,843,27.1,17.0,1639149000,2021-12-10,15:10:00
466,19,17.93,25.92,779,26.9,17.0,1639149600,2021-12-10,15:20:00
467,19,19.2,32.21,749,26.8,17.0,1639150200,2021-12-10,15:30:00
468,20,22.06,29.62,821,27.1,17.0,1639150800,2021-12-10,15:40:00
469,18,21.11,30.13,784,27.2,17.0,1639151400,2021-12-10,15:50:00
470,19,19.2,34.25,775,27.2,17.0,1639152000,2021-12-10,16:00:00
471,16,21.03,27.65,774,27.4,16.0,1639152600,2021-12-10,16:10:00
472,19,22.06,38.47,747,27.3,16.0,1639153200,2021-12-10,16:20:00
473,18,29.12,33.0,768,27.5,16.0,1639153800,2021-12-10,16:30:00
474,18,29.07,34.29,755,27.5,16.0,1639154400,2021-12-10,16:40:00
475,17,30.0,39.98,769,27.3,16.0,1639155000,2021-12-10,16:50:00
476,19,29.23,36.62,754,27.3,16.0,1639155600,2021-12-10,17:00:00
477,19,20.47,32.73,799,27.5,15.0,1639156200,2021-12-10,17:10:00
478,16,26.09,35.84,828,27.5,16.0,1639156800,2021-12-10,17:20:00
479,15,22.35,36.07,777,27.7,15.0,1639157400,2021-12-10,17:30:00
480,16,22.06,43.14,758,27.6,15.0,1639158000,2021-12-10,17:40:00
481,17,22.35,45.54,764,27.7,15.0,1639158600,2021-12-10,17:50:00
482,19,28.17,35.84,728,27.5,15.0,1639159200,2021-12-10,18:00:00
483,20,33.36,29.88,803,26.2,16.0,1639159800,2021-12-10,18:10:00
484,18,29.49,29.62,798,25.9,15.0,1639160400,2021-12-10,18:20:00
485,20,28.97,37.0,810,26.3,16.0,1639161000,2021-12-10,18:30:00
486,16,26.09,29.62,806,26.8,15.0,1639161600,2021-12-10,18:40:00
487,16,31.29,19.29,801,26.9,15.0,1639162200,2021-12-10,18:50:00
488,18,29.49,30.66,815,27.1,15.0,1639162800,2021-12-10,19:00:00
489,13,29.21,30.4,861,26.8,15.0,1639163400,2021-12-10,19:10:00
490,13,29.48,47.14,826,26.6,16.0,1639164000,2021-12-10,19:20:00
491,12,29.76,11.89,826,26.7,16.0,1639164600,2021-12-10,19:30:00
492,10,28.62,12.78,912,26.7,16.0,1639165200,2021-12-10,19:40:00
493,8,25.22,13.95,842,26.7,15.0,1639165800,2021-12-10,19:50:00
494,6,29.49,20.56,849,26.7,16.0,1639166400,2021-12-10,20:00:00
495,9,29.48,23.03,839,26.7,16.0,1639167000,2021-12-10,20:10:00
496,9,34.4,22.44,846,26.7,16.0,1639167600,2021-12-10,20:20:00
497,8,32.17,29.1,838,26.7,16.0,1639168200,2021-12-10,20:30:00
498,8,29.49,11.01,-1,-1.0,-1.0,1639168800,2021-12-10,20:40:00
499,8,31.6,33.24,-1,-1.0,-1.0,1639169400,2021-12-10,20:50:00
500,5,36.37,28.81,-1,-1.0,-1.0,1639170000,2021-12-10,21:00:00
501,3,33.62,29.36,-1,-1.0,-1.0,1639170600,2021-12-10,21:10:00
502,3,28.96,29.1,-1,-1.0,-1.0,1639171200,2021-12-10,21:20:00
503,4,28.97,29.62,-1,-1.0,-1.0,1639171800,2021-12-10,21:30:00
504,2,29.49,29.36,-1,-1.0,-1.0,1639172400,2021-12-10,21:40:00
505,4,29.47,29.64,-1,-1.0,-1.0,1639173000,2021-12-10,21:50:00
506,3,26.09,30.14,-1,-1.0,-1.0,1639173600,2021-12-10,22:00:00
507,2,29.99,28.52,-1,-1.0,-1.0,1639174200,2021-12-10,22:10:00
508,2,30.0,27.54,-1,-1.0,-1.0,1639174800,2021-12-10,22:20:00
509,3,33.62,29.07,-1,-1.0,-1.0,1639175400,2021-12-10,22:30:00
510,3,31.03,25.05,-1,-1.0,-1.0,1639176000,2021-12-10,22:40:00
511,1,30.25,30.29,-1,-1.0,-1.0,1639176600,2021-12-10,22:50:00
512,0,28.96,24.76,-1,-1.0,-1.0,1639177200,2021-12-10,23:00:00
513,1,28.96,29.35,-1,-1.0,-1.0,1639177800,2021-12-10,23:10:00
514,2,32.32,29.88,-1,-1.0,-1.0,1639178400,2021-12-10,23:20:00
515,-1,30.1,25.34,-1,-1.0,-1.0,1639179000,2021-12-10,23:30:00
516,-1,30.78,26.21,-1,-1.0,-1.0,1639179600,2021-12-10,23:40:00
517,1,29.74,29.62,-1,-1.0,-1.0,1639180200,2021-12-10,23:50:00
518,0,28.96,25.05,-1,-1.0,-1.0,1639180800,2021-12-11,00:00:00
519,0,30.25,22.15,-1,-1.0,-1.0,1639181400,2021-12-11,00:10:00
520,0,33.61,28.35,-1,-1.0,-1.0,1639182000,2021-12-11,00:20:00
521,0,33.87,25.63,-1,-1.0,-1.0,1639182600,2021-12-11,00:30:00
522,0,33.87,23.6,-1,-1.0,-1.0,1639183200,2021-12-11,00:40:00
523,0,33.09,21.44,-1,-1.0,-1.0,1639183800,2021-12-11,00:50:00
524,0,30.25,22.45,-1,-1.0,-1.0,1639184400,2021-12-11,01:00:00
525,0,28.97,22.45,-1,-1.0,-1.0,1639185000,2021-12-11,01:10:00
526,0,28.96,22.45,-1,-1.0,-1.0,1639185600,2021-12-11,01:20:00
527,0,29.49,22.45,-1,-1.0,-1.0,1639186200,2021-12-11,01:30:00
528,0,29.49,22.45,-1,-1.0,-1.0,1639186800,2021-12-11,01:40:00
529,0,29.49,24.47,-1,-1.0,-1.0,1639187400,2021-12-11,01:50:00
530,0,30.52,24.59,-1,-1.0,-1.0,1639188000,2021-12-11,02:00:00
531,0,30.0,22.45,-1,-1.0,-1.0,1639188600,2021-12-11,02:10:00
532,0,35.43,22.45,-1,-1.0,-1.0,1639189200,2021-12-11,02:20:00
533,0,35.91,23.32,-1,-1.0,-1.0,1639189800,2021-12-11,02:30:00
534,0,34.9,24.18,-1,-1.0,-1.0,1639190400,2021-12-11,02:40:00
535,0,34.64,24.18,-1,-1.0,-1.0,1639191000,2021-12-11,02:50:00
536,0,33.36,25.05,-1,-1.0,-1.0,1639191600,2021-12-11,03:00:00
537,0,33.36,25.05,-1,-1.0,-1.0,1639192200,2021-12-11,03:10:00
538,0,33.77,25.92,-1,-1.0,-1.0,1639192800,2021-12-11,03:20:00
539,0,32.58,25.92,-1,-1.0,-1.0,1639193400,2021-12-11,03:30:00
540,0,32.59,26.79,-1,-1.0,-1.0,1639194000,2021-12-11,03:40:00
541,0,32.59,27.48,-1,-1.0,-1.0,1639194600,2021-12-11,03:50:00
542,0,31.82,27.66,-1,-1.0,-1.0,1639195200,2021-12-11,04:00:00
543,0,31.81,29.37,-1,-1.0,-1.0,1639195800,2021-12-11,04:10:00
544,0,30.52,28.62,-1,-1.0,-1.0,1639196400,2021-12-11,04:20:00
545,0,31.81,25.63,-1,-1.0,-1.0,1639197000,2021-12-11,04:30:00
546,0,29.74,26.32,-1,-1.0,-1.0,1639197600,2021-12-11,04:40:00
547,0,29.74,26.5,-1,-1.0,-1.0,1639198200,2021-12-11,04:50:00
548,0,29.74,27.02,-1,-1.0,-1.0,1639198800,2021-12-11,05:00:00
